7.829,10.0,-24.0,290.0,25.666666,-30.333334,275.66666,
7.905,61.0,-24.0,248.0,38.333332,-25.0,268.33334,
7.981,60.0,72.0,240.0,43.666668,8.0,259.33334,
8.056,2.0,14.0,284.0,41.0,20.666666,257.33334,
8.132,18.0,20.0,273.0,26.666666,35.333332,265.66666,
8.208,18.0,31.0,256.0,12.666667,21.666666,271.0,
8.284,14.0,35.0,254.0,16.666666,28.666666,261.0,
8.359,-12.0,46.0,277.0,6.6666665,37.333332,262.33334,
8.435,-21.0,42.0,274.0,-6.3333335,41.0,268.33334,
8.511,5.0,41.0,261.0,-9.333333,43.0,270.66666,
8.587,-7.0,32.0,272.0,-7.6666665,38.333332,269.0,
8.663,3.0,38.0,265.0,0.33333334,37.0,266.0,
8.738,25.0,30.0,253.0,7.0,33.333332,263.33334,
8.814,24.0,46.0,260.0,17.333334,38.0,259.33334,
8.89,9.0,52.0,260.0,19.333334,42.666668,257.66666,
8.966,-1.0,50.0,274.0,10.666667,49.333332,264.66666,
9.041,-12.0,40.0,273.0,-1.3333334,47.333332,269.0,
9.117,48.0,33.0,248.0,11.666667,41.0,265.0,
9.193,7.0,46.0,277.0,14.333333,39.666668,266.0,
9.269,30.0,52.0,273.0,28.333334,43.666668,266.0,
9.345,106.0,0.0,229.0,47.666668,32.666668,259.66666,
9.422,136.0,20.0,224.0,90.666664,24.0,242.0,
9.498,46.0,24.0,266.0,96.0,14.666667,239.66667,
9.574,95.0,20.0,254.0,92.333336,21.333334,248.0,
9.65,127.0,20.0,226.0,89.333336,21.333334,248.66667,
9.725,153.0,20.0,225.0,125.0,20.0,235.0,
9.801,128.0,6.0,252.0,136.0,15.333333,234.33333,
9.877,133.0,1.0,250.0,138.0,9.0,242.33333,
9.953,109.0,4.0,252.0,123.333336,3.6666667,251.33333,
10.029,98.0,-2.0,251.0,113.333336,1.0,251.0,
10.104,101.0,-16.0,250.0,102.666664,-4.6666665,251.0,
10.18,80.0,-14.0,260.0,93.0,-10.666667,253.66667,
10.256,82.0,-44.0,260.0,87.666664,-24.666666,256.66666,
10.332,69.0,-43.0,271.0,77.0,-33.666668,263.66666,
10.407,73.0,-39.0,261.0,74.666664,-42.0,264.0,
10.483,74.0,-37.0,253.0,72.0,-39.666668,261.66666,
10.559,70.0,-41.0,261.0,72.333336,-39.0,258.33334,
10.635,69.0,-63.0,277.0,71.0,-47.0,263.66666,
10.711,89.0,-45.0,254.0,76.0,-49.666668,264.0,
10.786,101.0,-31.0,248.0,86.333336,-46.333332,259.66666,
10.862,74.0,-40.0,246.0,88.0,-38.666668,249.33333,
10.938,86.0,-32.0,250.0,87.0,-34.333332,248.0,
11.014,124.0,-25.0,245.0,94.666664,-32.333332,247.0,
11.089,87.0,-22.0,258.0,99.0,-26.333334,251.0,
11.165,105.0,-35.0,245.0,105.333336,-27.333334,249.33333,
11.241,63.0,-9.0,257.0,85.0,-22.0,253.33333,
11.317,69.0,32.0,269.0,79.0,-4.0,257.0,
11.393,70.0,13.0,261.0,67.333336,12.0,262.33334,
11.47,54.0,21.0,268.0,64.333336,22.0,266.0,
11.546,62.0,36.0,264.0,62.0,23.333334,264.33334,
11.622,55.0,51.0,266.0,57.0,36.0,266.0,
11.698,15.0,87.0,290.0,44.0,58.0,273.33334,
11.773,88.0,-38.0,254.0,52.666668,33.333332,270.0,
11.849,83.0,13.0,261.0,62.0,20.666666,268.33334,
11.925,92.0,-28.0,240.0,87.666664,-17.666666,251.66667,
12.001,74.0,-48.0,264.0,83.0,-21.0,255.0,
12.077,78.0,-42.0,258.0,81.333336,-39.333332,254.0,
12.152,83.0,-59.0,260.0,78.333336,-49.666668,260.66666,
12.228,79.0,-36.0,256.0,80.0,-45.666668,258.0,
12.304,78.0,-61.0,245.0,80.0,-52.0,253.66667,
12.38,94.0,5.0,238.0,83.666664,-30.666666,246.33333,
12.455,83.0,-34.0,245.0,85.0,-30.0,242.66667,
12.531,51.0,-5.0,274.0,76.0,-11.333333,252.33333,
12.607,40.0,-29.0,284.0,58.0,-22.666666,267.66666,
12.683,38.0,-40.0,262.0,43.0,-24.666666,273.33334,
12.759,21.0,-42.0,270.0,33.0,-37.0,272.0,
12.834,18.0,-39.0,267.0,25.666666,-40.333332,266.33334,
12.91,10.0,-36.0,278.0,16.333334,-39.0,271.66666,
12.986,13.0,-34.0,262.0,13.666667,-36.333332,269.0,
13.062,23.0,-30.0,260.0,15.333333,-33.333332,266.66666,
13.137,19.0,-36.0,271.0,18.333334,-33.333332,264.33334,
13.213,24.0,-30.0,265.0,22.0,-32.0,265.33334,
13.289,24.0,-29.0,265.0,22.333334,-31.666666,267.0,
13.367,26.0,-30.0,264.0,24.666666,-29.666666,264.66666,
13.443,20.0,-31.0,270.0,23.333334,-30.0,266.33334,
13.518,27.0,-30.0,265.0,24.333334,-30.333334,266.33334,
13.594,24.0,-31.0,266.0,23.666666,-30.666666,267.0,
13.67,26.0,-30.0,266.0,25.666666,-30.333334,265.66666,
13.746,25.0,-33.0,269.0,25.0,-31.333334,267.0,
13.821,25.0,-30.0,266.0,25.333334,-31.0,267.0,
13.897,26.0,-30.0,267.0,25.333334,-31.0,267.33334,
13.973,25.0,-31.0,264.0,25.333334,-30.333334,265.66666,
14.049,24.0,-37.0,267.0,25.0,-32.666668,266.0,
14.125,23.0,-24.0,266.0,24.0,-30.666666,265.66666,
14.2,27.0,-36.0,269.0,24.666666,-32.333332,267.33334,
14.276,19.0,-55.0,271.0,23.0,-38.333332,268.66666,
14.352,30.0,-87.0,253.0,25.333334,-59.333332,264.33334,
14.428,31.0,-115.0,234.0,26.666666,-85.666664,252.66667,
14.503,28.0,-130.0,225.0,29.666666,-110.666664,237.33333,
14.579,6.0,-148.0,237.0,21.666666,-131.0,232.0,
14.655,16.0,-152.0,221.0,16.666666,-143.33333,227.66667,
14.731,13.0,-154.0,221.0,11.666667,-151.33333,226.33333,
14.807,15.0,-162.0,220.0,14.666667,-156.0,220.66667,
14.882,18.0,-176.0,221.0,15.333333,-164.0,220.66667,
14.958,33.0,-152.0,214.0,22.0,-163.33333,218.33333,
15.034,15.0,-113.0,240.0,22.0,-147.0,225.0,
15.11,5.0,-89.0,252.0,17.666666,-118.0,235.33333,
15.185,11.0,-64.0,256.0,10.333333,-88.666664,249.33333,
15.261,0.0,10.0,262.0,5.3333335,-47.666668,256.66666,
15.337,5.0,35.0,259.0,5.3333335,-6.3333335,259.0,
15.413,0.0,66.0,250.0,1.6666666,37.0,257.0,
15.489,1.0,96.0,234.0,2.0,65.666664,247.66667,
15.564,-19.0,140.0,232.0,-6.0,100.666664,238.66667,
15.64,-19.0,161.0,222.0,-12.333333,132.33333,229.33333,
15.716,-22.0,158.0,208.0,-20.0,153.0,220.66667,
15.792,-18.0,162.0,205.0,-19.666666,160.33333,211.66667,
15.867,-10.0,145.0,200.0,-16.666666,155.0,204.33333,
15.943,-28.0,167.0,224.0,-18.666666,158.0,209.66667,
16.019,-27.0,154.0,229.0,-21.666666,155.33333,217.66667,
16.095,-6.0,124.0,237.0,-20.333334,148.33333,230.0,
16.171,11.0,60.0,252.0,-7.3333335,112.666664,239.33333,
16.246,5.0,-4.0,271.0,3.3333333,60.0,253.33333,
16.322,5.0,-8.0,267.0,7.0,16.0,263.33334,
16.398,27.0,-52.0,252.0,12.333333,-21.333334,263.33334,
16.474,21.0,-70.0,254.0,17.666666,-43.333332,257.66666,
16.549,20.0,-106.0,245.0,22.666666,-76.0,250.33333,
16.625,34.0,-143.0,234.0,25.0,-106.333336,244.33333,
16.701,44.0,-164.0,224.0,32.666668,-137.66667,234.33333,
16.777,36.0,-161.0,226.0,38.0,-156.0,228.0,
16.852,37.0,-146.0,224.0,39.0,-157.0,224.66667,
16.928,23.0,-102.0,246.0,32.0,-136.33333,232.0,
17.004,25.0,-86.0,248.0,28.333334,-111.333336,239.33333,
17.08,12.0,-37.0,262.0,20.0,-75.0,252.0,
17.156,3.0,-23.0,268.0,13.333333,-48.666668,259.33334,
17.231,5.0,38.0,253.0,6.6666665,-7.3333335,261.0,
17.307,-4.0,84.0,253.0,1.3333334,33.0,258.0,
17.383,-27.0,97.0,259.0,-8.666667,73.0,255.0,
17.459,-35.0,107.0,247.0,-22.0,96.0,253.0,
17.537,-33.0,106.0,245.0,-31.666666,103.333336,250.33333,
17.612,-52.0,127.0,265.0,-40.0,113.333336,252.33333,
17.688,-16.0,73.0,256.0,-33.666668,102.0,255.33333,
17.764,25.0,-24.0,247.0,-14.333333,58.666668,256.0,
17.838,0.0,-18.0,271.0,3.0,10.333333,258.0,
17.913,-3.0,-9.0,270.0,7.3333335,-17.0,262.66666,
17.989,2.0,-9.0,268.0,-0.33333334,-12.0,269.66666,
18.065,6.0,-14.0,262.0,1.6666666,-10.666667,266.66666,
18.141,5.0,-9.0,252.0,4.3333335,-10.666667,260.66666,
18.216,-57.0,-25.0,257.0,-15.333333,-16.0,257.0,
18.292,-87.0,-32.0,257.0,-46.333332,-22.0,255.33333,
18.368,-101.0,-28.0,246.0,-81.666664,-28.333334,253.33333,
18.444,-126.0,-20.0,247.0,-104.666664,-26.666666,250.0,
18.52,-127.0,-22.0,230.0,-118.0,-23.333334,241.0,
18.595,-140.0,-24.0,241.0,-131.0,-22.0,239.33333,
18.671,-138.0,-20.0,238.0,-135.0,-22.0,236.33333,
18.747,-126.0,-23.0,249.0,-134.66667,-22.333334,242.66667,
18.825,-95.0,-10.0,239.0,-119.666664,-17.666666,242.0,
18.9,-54.0,-28.0,257.0,-91.666664,-20.333334,248.33333,
18.976,-15.0,-41.0,266.0,-54.666668,-26.333334,254.0,
19.05,0.0,-32.0,299.0,-23.0,-33.666668,274.0,
19.126,80.0,-56.0,258.0,21.666666,-43.0,274.33334,
19.202,115.0,-62.0,235.0,65.0,-50.0,264.0,
19.277,161.0,-51.0,207.0,118.666664,-56.333332,233.33333,
19.353,189.0,-17.0,196.0,155.0,-43.333332,212.66667,
19.429,169.0,-30.0,206.0,173.0,-32.666668,203.0,
19.505,147.0,-28.0,239.0,168.33333,-25.0,213.66667,
19.58,135.0,-43.0,242.0,150.33333,-33.666668,229.0,
19.656,143.0,-9.0,218.0,141.66667,-26.666666,233.0,
19.732,125.0,-17.0,232.0,134.33333,-23.0,230.66667,
19.808,35.0,-27.0,265.0,101.0,-17.666666,238.33333,
19.886,1.0,-11.0,264.0,53.666668,-18.333334,253.66667,
19.961,-30.0,-4.0,268.0,2.0,-14.0,265.66666,
20.037,-64.0,-17.0,257.0,-31.0,-10.666667,263.0,
20.113,-88.0,13.0,254.0,-60.666668,-2.6666667,259.66666,
20.189,-108.0,2.0,259.0,-86.666664,-0.6666667,256.66666,
20.264,-116.0,-7.0,255.0,-104.0,2.6666667,256.0,
20.34,-118.0,2.0,235.0,-114.0,-1.0,249.66667,
20.416,-119.0,-2.0,239.0,-117.666664,-2.3333333,243.0,
20.492,-121.0,-7.0,257.0,-119.333336,-2.3333333,243.66667,
20.568,-104.0,-15.0,264.0,-114.666664,-8.0,253.33333,
20.643,-61.0,8.0,250.0,-95.333336,-4.6666665,257.0,
20.719,-18.0,-8.0,272.0,-61.0,-5.0,262.0,
20.795,29.0,-20.0,273.0,-16.666666,-6.6666665,265.0,
20.871,60.0,-46.0,251.0,23.666666,-24.666666,265.33334,
20.946,96.0,-38.0,238.0,61.666668,-34.666668,254.0,
21.022,87.0,-20.0,239.0,81.0,-34.666668,242.66667,
21.098,74.0,-22.0,261.0,85.666664,-26.666666,246.0,
21.174,57.0,-22.0,279.0,72.666664,-21.333334,259.66666,
21.25,62.0,-41.0,261.0,64.333336,-28.333334,267.0,
21.325,54.0,-28.0,253.0,57.666668,-30.333334,264.33334,
21.401,24.0,-20.0,272.0,46.666668,-29.666666,262.0,
21.477,4.0,-15.0,281.0,27.333334,-21.0,268.66666,
21.553,9.0,-27.0,272.0,12.333333,-20.666666,275.0,
21.628,5.0,-20.0,266.0,6.0,-20.666666,273.0,
21.704,11.0,-24.0,263.0,8.333333,-23.666666,267.0,
21.78,10.0,-8.0,271.0,8.666667,-17.333334,266.66666,
21.858,13.0,-3.0,265.0,11.333333,-11.666667,266.33334,
21.934,17.0,-12.0,257.0,13.333333,-7.6666665,264.33334,
22.009,22.0,-64.0,280.0,17.333334,-26.333334,267.33334,
22.085,7.0,-18.0,272.0,15.333333,-31.333334,269.66666,
22.161,12.0,-27.0,257.0,13.666667,-36.333332,269.66666,
22.237,1.0,-29.0,267.0,6.6666665,-24.666666,265.33334,
22.312,1.0,-43.0,266.0,4.6666665,-33.0,263.33334,
22.386,0.0,-51.0,270.0,0.6666667,-41.0,267.66666,
22.462,3.0,-29.0,260.0,1.3333334,-41.0,265.33334,
22.538,11.0,-50.0,254.0,4.6666665,-43.333332,261.33334,
22.614,5.0,-72.0,265.0,6.3333335,-50.333332,259.66666,
22.689,-12.0,-46.0,261.0,1.3333334,-56.0,260.0,
22.765,-12.0,-55.0,275.0,-6.3333335,-57.666668,267.0,
22.843,-4.0,-67.0,263.0,-9.333333,-56.0,266.33334,
22.919,-12.0,-47.0,262.0,-9.333333,-56.333332,266.66666,
22.994,-5.0,-43.0,254.0,-7.0,-52.333332,259.66666,
23.07,-7.0,-38.0,271.0,-8.0,-42.666668,262.33334,
23.146,-15.0,-25.0,272.0,-9.0,-35.333332,265.66666,
23.222,-26.0,-19.0,276.0,-16.0,-27.333334,273.0,
23.298,-14.0,-38.0,277.0,-18.333334,-27.333334,275.0,
23.373,-10.0,2.0,257.0,-16.666666,-18.333334,270.0,
23.449,-25.0,-64.0,273.0,-16.333334,-33.333332,269.0,
23.525,-18.0,-21.0,278.0,-17.666666,-27.666666,269.33334,
23.601,0.0,-17.0,259.0,-14.333333,-34.0,270.0,
23.676,6.0,-89.0,250.0,-4.0,-42.333332,262.33334,
23.752,9.0,-6.0,275.0,5.0,-37.333332,261.33334,
23.828,0.0,-25.0,281.0,5.0,-40.0,268.66666,
23.904,-1.0,-26.0,271.0,2.6666667,-19.0,275.66666,
23.98,12.0,-39.0,263.0,3.6666667,-30.0,271.66666,
24.055,12.0,-38.0,263.0,7.6666665,-34.333332,265.66666,
24.131,10.0,-29.0,265.0,11.333333,-35.333332,263.66666,
24.207,14.0,-33.0,257.0,12.0,-33.333332,261.66666,
24.283,13.0,-40.0,271.0,12.333333,-34.0,264.33334,
24.358,8.0,-25.0,261.0,11.666667,-32.666668,263.0,
24.434,10.0,-65.0,254.0,10.333333,-43.333332,262.0,
24.51,5.0,-91.0,259.0,7.6666665,-60.333332,258.0,
24.586,4.0,-48.0,254.0,6.3333335,-68.0,255.66667,
24.662,5.0,-46.0,276.0,4.6666665,-61.666668,263.0,
24.737,22.0,-85.0,258.0,10.333333,-59.666668,262.66666,
24.813,14.0,-62.0,272.0,13.666667,-64.333336,268.66666,
24.889,23.0,-53.0,253.0,19.666666,-66.666664,261.0,
24.965,15.0,-57.0,271.0,17.333334,-57.333332,265.33334,
25.04,16.0,-64.0,266.0,18.0,-58.0,263.33334,
25.116,15.0,-60.0,261.0,15.333333,-60.333332,266.0,
25.192,15.0,-37.0,258.0,15.333333,-53.666668,261.66666,
25.268,8.0,-38.0,267.0,12.666667,-45.0,262.0,
25.344,10.0,-47.0,268.0,11.0,-40.666668,264.33334,
25.419,29.0,-69.0,261.0,15.666667,-51.333332,265.33334,
25.495,15.0,-44.0,273.0,18.0,-53.333332,267.33334,
25.573,15.0,-47.0,266.0,19.666666,-53.333332,266.66666,
25.649,25.0,-37.0,264.0,18.333334,-42.666668,267.66666,
25.724,33.0,-27.0,274.0,24.333334,-37.0,268.0,
25.8,37.0,-26.0,258.0,31.666666,-30.0,265.33334,
25.876,32.0,-26.0,259.0,34.0,-26.333334,263.66666,
25.952,51.0,-9.0,261.0,40.0,-20.333334,259.33334,
26.028,36.0,-2.0,274.0,39.666668,-12.333333,264.66666,
26.103,32.0,-9.0,269.0,39.666668,-6.6666665,268.0,
26.179,35.0,-8.0,262.0,34.333332,-6.3333335,268.33334,
26.255,30.0,1.0,268.0,32.333332,-5.3333335,266.33334,
26.331,29.0,9.0,256.0,31.333334,0.6666667,262.0,
26.406,57.0,-49.0,258.0,38.666668,-13.0,260.66666,
26.482,3.0,-34.0,294.0,29.666666,-24.666666,269.33334,
26.558,36.0,-53.0,265.0,32.0,-45.333332,272.33334,
26.634,35.0,-45.0,266.0,24.666666,-44.0,275.0,
26.71,31.0,-52.0,241.0,34.0,-50.0,257.33334,
26.785,41.0,-43.0,259.0,35.666668,-46.666668,255.33333,
26.861,34.0,-46.0,267.0,35.333332,-47.0,255.66667,
26.937,37.0,-49.0,263.0,37.333332,-46.0,263.0,
27.013,31.0,-51.0,262.0,34.0,-48.666668,264.0,
27.088,29.0,-46.0,279.0,32.333332,-48.666668,268.0,
27.164,22.0,-70.0,284.0,27.333334,-55.666668,275.0,
27.242,43.0,-43.0,255.0,31.333334,-53.0,272.66666,
27.318,51.0,-23.0,258.0,38.666668,-45.333332,265.66666,
27.394,46.0,-28.0,265.0,46.666668,-31.333334,259.33334,
27.469,46.0,-25.0,259.0,47.666668,-25.333334,260.66666,
27.545,38.0,-19.0,269.0,43.333332,-24.0,264.33334,
27.621,77.0,1.0,231.0,53.666668,-14.333333,253.0,
27.697,28.0,-37.0,267.0,47.666668,-18.333334,255.66667,
27.772,28.0,-45.0,267.0,44.333332,-27.0,255.0,
27.848,29.0,-39.0,264.0,28.333334,-40.333332,266.0,
27.924,29.0,-48.0,261.0,28.666666,-44.0,264.0,
28.0,31.0,-38.0,262.0,29.666666,-41.666668,262.33334,
28.076,27.0,-42.0,263.0,29.0,-42.666668,262.0,
28.151,27.0,-35.0,274.0,28.333334,-38.333332,266.33334,
28.227,30.0,-34.0,266.0,28.0,-37.0,267.66666,
28.303,41.0,-43.0,256.0,32.666668,-37.333332,265.33334,
28.379,36.0,-42.0,264.0,35.666668,-39.666668,262.0,
28.454,27.0,-39.0,267.0,34.666668,-41.333332,262.33334,
28.53,30.0,-42.0,264.0,31.0,-41.0,265.0,
28.606,35.0,-38.0,265.0,30.666666,-39.666668,265.33334,
28.682,26.0,-35.0,270.0,30.333334,-38.333332,266.33334,
28.758,30.0,-45.0,265.0,30.333334,-39.333332,266.66666,
28.833,30.0,-36.0,262.0,28.666666,-38.666668,265.66666,
28.909,26.0,-37.0,269.0,28.666666,-39.333332,265.33334,
28.985,28.0,-40.0,262.0,28.0,-37.666668,264.33334,
29.061,26.0,-36.0,268.0,26.666666,-37.666668,266.33334,
29.138,27.0,-26.0,265.0,27.0,-34.0,265.0,
29.214,31.0,-33.0,269.0,28.0,-31.666666,267.33334,
29.29,35.0,-51.0,263.0,31.0,-36.666668,265.66666,
29.366,32.0,-21.0,279.0,32.666668,-35.0,270.33334,
29.442,45.0,-25.0,263.0,37.333332,-32.333332,268.33334,
29.517,46.0,-29.0,277.0,41.0,-25.0,273.0,
29.593,75.0,-13.0,258.0,55.333332,-22.333334,266.0,
29.669,78.0,0.0,265.0,66.333336,-14.0,266.66666,
29.743,89.0,0.0,258.0,80.666664,-4.3333335,260.33334,
29.818,116.0,10.0,235.0,94.333336,3.3333333,252.66667,
29.894,103.0,1.0,247.0,102.666664,3.6666667,246.66667,
29.97,108.0,5.0,251.0,109.0,5.3333335,244.33333,
30.046,102.0,3.0,253.0,104.333336,3.0,250.33333,
30.121,95.0,5.0,254.0,101.666664,4.3333335,252.66667,
30.199,91.0,6.0,258.0,96.0,4.6666665,255.0,
30.275,87.0,5.0,259.0,91.0,5.3333335,257.0,
30.351,84.0,3.0,259.0,87.333336,4.6666665,258.66666,
30.427,81.0,7.0,260.0,84.0,5.0,259.33334,
30.502,82.0,8.0,253.0,82.333336,6.0,257.33334,
30.578,86.0,10.0,256.0,83.0,8.333333,256.33334,
30.654,87.0,9.0,256.0,85.0,9.0,255.0,
30.73,90.0,9.0,255.0,87.666664,9.333333,255.66667,
30.806,81.0,10.0,261.0,86.0,9.333333,257.33334,
30.881,75.0,8.0,260.0,82.0,9.0,258.66666,
30.957,87.0,8.0,257.0,81.0,8.666667,259.33334,
31.033,82.0,6.0,256.0,81.333336,7.3333335,257.66666,
31.109,79.0,6.0,261.0,82.666664,6.6666665,258.0,
31.184,78.0,1.0,272.0,79.666664,4.3333335,263.0,
31.26,90.0,20.0,260.0,82.333336,9.0,264.33334,
31.336,94.0,12.0,251.0,87.333336,11.0,261.0,
31.412,87.0,7.0,259.0,90.333336,13.0,256.66666,
31.488,77.0,5.0,260.0,86.0,8.0,256.66666,
31.563,90.0,12.0,256.0,84.666664,8.0,258.33334,
31.639,84.0,14.0,251.0,83.666664,10.333333,255.66667,
31.715,88.0,13.0,255.0,87.333336,13.0,254.0,
31.791,89.0,10.0,257.0,87.0,12.333333,254.33333,
31.866,83.0,6.0,262.0,86.666664,9.666667,258.0,
31.942,81.0,7.0,258.0,84.333336,7.6666665,259.0,
32.018,82.0,4.0,257.0,82.0,5.6666665,259.0,
32.094,85.0,7.0,256.0,82.666664,6.0,257.0,
32.172,85.0,3.0,260.0,84.0,4.6666665,257.66666,
32.247,82.0,4.0,266.0,84.0,4.6666665,260.66666,
32.323,83.0,7.0,258.0,83.333336,4.6666665,261.33334,
32.399,101.0,27.0,249.0,88.666664,12.666667,257.66666,
32.475,86.0,6.0,254.0,90.0,13.333333,253.66667,
32.55,89.0,15.0,255.0,92.0,16.0,252.66667,
32.626,90.0,15.0,252.0,88.333336,12.0,253.66667,
32.702,85.0,8.0,255.0,88.0,12.666667,254.0,
32.778,88.0,15.0,262.0,87.666664,12.666667,256.33334,
32.854,87.0,15.0,258.0,86.666664,12.666667,258.33334,
32.929,88.0,13.0,256.0,87.666664,14.333333,258.66666,
33.005,85.0,15.0,255.0,86.666664,14.333333,256.33334,
33.081,87.0,12.0,255.0,86.666664,13.333333,255.33333,
33.157,87.0,14.0,257.0,86.333336,13.666667,255.66667,
33.232,82.0,9.0,262.0,85.333336,11.666667,258.0,
33.308,84.0,8.0,263.0,84.333336,10.333333,260.66666,
33.384,89.0,16.0,249.0,85.0,11.0,258.0,
33.46,92.0,16.0,247.0,88.333336,13.333333,253.0,
33.536,83.0,8.0,275.0,88.0,13.333333,257.0,
33.611,91.0,15.0,258.0,88.666664,13.0,260.0,
33.687,84.0,9.0,256.0,86.0,10.666667,263.0,
33.763,87.0,15.0,256.0,87.333336,13.0,256.66666,
33.839,88.0,14.0,253.0,86.333336,12.666667,255.0,
33.914,87.0,11.0,255.0,87.333336,13.333333,254.66667,
33.99,89.0,11.0,257.0,88.0,12.0,255.0,
34.066,90.0,15.0,254.0,88.666664,12.333333,255.33333,
34.142,93.0,13.0,265.0,90.666664,13.0,258.66666,
