1.91,-27.0,6.0,259.0,0.9976417,-0.017329473,-0.006931789,0.03234835,Infinity,10.604838,11.536842,12.4561405,Infinity,1
0.075999975,-25.0,-7.0,260.0,0.9976242,-0.016736364,-0.0050460002,0.03270721,Infinity,10.603622,11.557895,12.483517,Infinity,0
0.076000094,-23.0,-3.0,259.0,0.99765944,-0.015908638,-0.0031841286,0.032281827,Infinity,10.603622,11.536842,12.4561405,Infinity,0
0.075999975,-23.0,-8.0,257.0,0.9976859,-0.01441958,-5.332579E-4,0.03231366,Infinity,10.645162,11.512605,12.4561405,Infinity,0
0.07500005,-24.0,0.0,257.0,0.99769276,-0.014080455,3.5044088E-4,0.03225531,Infinity,10.646465,11.536842,12.4561405,Infinity,0
0.075999975,-27.0,-3.0,265.0,0.99772495,-0.012629982,6.7848206E-4,0.031853992,Infinity,10.625,11.561182,12.412281,Infinity,0
0.07399988,-20.0,0.0,257.0,0.9977226,-0.012544922,0.0023371386,0.03187885,Infinity,10.604838,11.515789,12.439561,Infinity,0
0.075999975,-26.0,0.0,260.0,0.99772453,-0.012558151,0.0027434442,0.031783182,Infinity,10.603622,11.512605,12.4561405,Infinity,0
0.07500005,-26.0,1.0,260.0,0.99772227,-0.012377174,0.004524656,0.031720553,Infinity,10.625,11.536842,12.461538,Infinity,0
0.075999975,-29.0,6.0,263.0,0.9977118,-0.011980527,0.0065843468,0.03184486,Infinity,10.646465,11.557895,12.434211,Infinity,1
0.075999975,-27.0,-1.0,258.0,0.9977035,-0.011349516,0.008357556,0.031916264,Infinity,10.604838,11.557895,12.4561405,Infinity,0
0.07600021,-23.0,1.0,258.0,0.9976954,-0.010550325,0.010281922,0.03188475,Infinity,10.646465,11.540084,12.434211,Infinity,0
0.075999975,-22.0,2.0,263.0,0.9976986,-0.009448712,0.0113500105,0.03176645,Infinity,10.625,11.557895,12.483517,Infinity,0
0.072999954,-25.0,0.0,257.0,0.9976991,-0.010203064,0.011782078,0.03135699,Infinity,10.625,11.557895,12.4561405,Infinity,0
0.075999975,-26.0,0.0,261.0,0.99771714,-0.009633117,0.010936997,0.031268697,Infinity,10.625,11.561182,12.4561405,Infinity,0
0.07399988,-27.0,-1.0,258.0,0.997726,-0.010070332,0.010331445,0.031052746,Infinity,10.625,11.515789,12.407002,Infinity,0
0.07600021,-26.0,-1.0,259.0,0.99771863,-0.010134213,0.010588702,0.03118356,Infinity,10.645162,11.557895,12.483517,Infinity,0
0.07499981,-29.0,1.0,268.0,0.9977576,-0.008703309,0.0019119114,0.032089278,Infinity,10.645162,11.557895,12.4561405,Infinity,0
0.075999975,-20.0,-1.0,285.0,0.99724174,-0.0150709255,-0.021301668,0.038156167,Infinity,10.668016,11.762208,12.610619,Infinity,0
0.07600021,-14.0,-2.0,345.0,0.99454737,-0.032751925,-0.07054455,0.03804355,Infinity,13.657408,13.846154,14.299288,Infinity,0
0.07799983,37.0,-47.0,264.0,0.99076366,-0.040470496,-0.11153774,0.03054606,Infinity,19.454023,18.15934,18.707865,Infinity,0
0.07500005,44.0,-1.0,212.0,0.9889359,-0.02981961,-0.13108514,0.02369054,Infinity,21.90031,21.507692,21.158535,Infinity,0
0.075999975,52.0,4.0,194.0,0.9893593,-0.023610083,-0.13031527,0.016058758,Infinity,23.431374,23.907284,22.683706,Infinity,0
0.07400012,33.0,0.0,255.0,0.9895394,-0.011423064,-0.1312962,0.008462921,Infinity,24.295301,25.520832,23.907284,Infinity,0
0.075999975,43.0,0.0,268.0,0.9896468,-0.01274069,-0.13063693,4.1284985E-4,Infinity,24.511786,26.276596,24.795918,Infinity,0
0.075999975,57.0,-2.0,263.0,0.9900132,-0.03197341,-0.12440307,-0.0019592976,Infinity,24.133335,26.607143,24.745762,Infinity,0
0.07500005,58.0,23.0,263.0,0.98812217,-0.07269851,-0.12179461,0.01094588,Infinity,22.476192,24.795918,22.72436,Infinity,0
0.075999975,36.0,-30.0,263.0,0.9922894,-0.06272881,-0.08411966,0.03121383,Infinity,19.0625,20.17699,18.209366,Infinity,0
0.075999975,25.0,-55.0,264.0,0.99468017,-0.052157424,-0.050654646,0.044164933,Infinity,14.32304,17.135279,15.511222,Infinity,0
0.07600021,1.0,-42.0,266.0,0.99578017,-0.04021448,-0.04138086,0.041485574,Infinity,12.309368,15.575,14.44976,Infinity,0
0.07499981,14.0,-25.0,251.0,0.9962129,-0.039029308,-0.034174267,0.038706552,Infinity,11.401673,14.769976,13.981265,Infinity,0
0.07599974,12.0,1.0,259.0,0.9966679,-0.033210713,-0.034939148,0.030963099,Infinity,11.244813,14.241706,13.7122965,Infinity,0
0.07600021,1.0,13.0,253.0,0.9971452,-0.026254743,-0.028536174,0.028761707,Infinity,11.136364,13.957845,13.59447,Infinity,0
0.07600021,-3.0,1.0,257.0,0.9973961,-0.021186981,-0.015568415,0.033743683,Infinity,11.049383,13.758701,13.5172415,Infinity,0
0.07599974,1.0,-8.0,263.0,0.997114,-0.026614577,-0.015837533,0.037867125,Infinity,11.00616,13.680555,13.401827,Infinity,0
0.075000286,2.0,-30.0,251.0,0.9971507,-0.019704133,-0.006315716,0.043490265,Infinity,10.983606,13.54023,13.356165,Infinity,0
